,County_1,FIPS,Population,Hum_20,Pre_20,Tmax_20,Tmin_20,WS_20,LSTNight_2017,LSTDay_2017,Chlorophyll_2017,LSTNight_2018,LSTDay_2018,Chlorophyll_2018,LSTNight_2019,LSTDay_2019,Chlorophyll_2019,LSTNight_2020,LSTDay_2020,Chlorophyll_2020,LSTNight_2021,LSTDay_2021,Chlorophyll_2021,LSTNight_2022,LSTDay_2022,Chlorophyll_2022,LSTNight_2023,LSTDay_2023,Chlorophyll_2023,LSTNight_2024,LSTDay_2024,Chlorophyll_2024,Ag_MEAN_2017,Ag_MEAN_2018,Ag_MEAN_2019,Ag_MEAN_2020,Ag_MEAN_2021,Ag_MEAN_2022,Ag_MEAN_2023,Ag_MEAN_2024,Fs_MEAN_2017,Fs_MEAN_2018,Fs_MEAN_2019,Fs_MEAN_2020,Fs_MEAN_2021,Fs_MEAN_2022,Fs_MEAN_2023,Fs_MEAN_2024,Rn_MEAN_2017,Rn_MEAN_2018,Rn_MEAN_2019,Rn_MEAN_2020,Rn_MEAN_2021,Rn_MEAN_2022,Rn_MEAN_2023,Rn_MEAN_2024,Cases_normalized_2017,Cases_normalized_2018,Cases_normalized_2019,Cases_normalized_2020
47,Knox,17095,49699,93.30343562,3.149626187,27.67470904,15.58092109,3.841714877,17.37,26.6,1.695958545,19.17,26.85,1.340857869,18.42,26.35,1.213933335,18.16,26.98,1.637685412,18.46,26.69,1.548004134,18.29,27.05,1.664976044,18.59,26.73,3.130123028,18.45,24.11,1.976881999,0.84,0.76,0.81,0.77,0.82,0.84,0.84,0.83,0.82,0.79,0.8,0.78,0.83,0.84,0.83,0.83,0.67,0.66,0.72,0.69,0.71,0.72,0.74,0.7241,0.0,0.0,0.0,2.007790226077179
48,Lake,17097,696535,90.25671198,3.038993346,26.72407886,15.76747515,4.298013866,17.24,25.5,59.34232677,18.94,26.65,1.109830099,17.89,25.36,0.914493384,18.08,26.44,1.753472075,18.41,27.52,12.89317366,18.48,25.87,4.419959638,18.3,26.15,4.29994408,18.4,23.9,1.26430872,0.72,0.7,0.7,0.69,0.71,0.75,0.74,0.73,0.73,0.72,0.73,0.7,0.72,0.75,0.74,0.74,0.75,0.7,0.72,0.68,0.75,0.76,0.77,0.7583,0.8541229225239332,1.1435318266348575,0.0,0.0
49,LaSalle,17099,108669,89.80374501,3.048132533,27.74455076,15.75903671,3.62473416,19.22,27.37,1.459513394,21.16,27.83,1.340794752,20.68,27.59,1.196597807,20.39,28.25,1.447739604,20.97,28.17,1.313017283,20.76,27.98,1.766790716,20.74,27.89,1.703091345,20.82,25.63,1.691723472,0.84,0.74,0.81,0.73,0.77,0.83,0.83,0.81,0.78,0.76,0.78,0.75,0.76,0.8,0.78,0.78,0.61,0.65,0.79,0.72,0.76,0.74,0.8,0.7681,0.912225648136323,0.9160948707848184,0.0,0.0
50,Lawrence,17101,15678,95.91741339,3.047535752,29.0024539,17.10781256,3.062531142,18.1,28.96,1.204407124,19.57,28.27,1.133504331,18.67,27.74,1.257989986,17.88,28.76,1.431964932,18.99,27.27,1.283029216,18.93,27.3,1.304076495,18.71,28.26,1.407152057,18.88,24.43,1.406571665,0.75,0.75,0.78,0.74,0.77,0.82,0.8,0.8,0.78,0.78,0.79,0.77,0.8,0.82,0.82,0.81,0.81,0.73,0.73,0.73,0.76,0.81,0.78,0.781,0.0,0.0,0.0,0.0
51,Lee,17103,34096,91.91240995,2.937955044,27.47517801,15.08504595,3.892763389,16.84,26.22,1.406590792,17.89,25.92,1.371356145,17.85,25.75,1.317247286,17.73,26.84,1.386779697,17.86,27.92,1.346446871,17.4,26.03,1.589539709,17.82,26.17,1.599030036,17.7,23.92,1.6797131,0.84,0.72,0.82,0.74,0.77,0.84,0.82,0.81,0.81,0.77,0.79,0.75,0.77,0.82,0.8,0.8,0.76,0.7,0.81,0.75,0.81,0.79,0.85,0.8173,2.895193977996526,0.0,0.0,0.0
52,Livingston,17105,35648,91.77903563,3.300786018,28.15760949,16.04427855,3.47018382,16.67,28.01,1.480265901,18.03,28.16,1.449409805,17.58,28.24,1.253797861,17.45,28.34,1.576832838,18.09,28.27,1.422177822,17.88,28.16,2.004815247,17.69,28.25,1.939923015,17.89,24.71,1.801370944,0.8,0.71,0.8,0.72,0.79,0.82,0.83,0.82,0.79,0.74,0.78,0.74,0.79,0.81,0.81,0.8,0.79,0.76,0.78,0.77,0.81,0.83,0.8,0.8125,0.0,0.0,0.0,0.0
53,Logan,17107,28618,92.3401905,2.335210277,28.64349622,16.36990196,3.632731607,18.04,27.95,1.545452457,19.74,27.42,1.430298808,18.5,27.6,1.236619368,18.06,28.03,1.637005616,18.8,27.92,1.338470711,19.12,27.44,1.77134849,18.76,27.68,1.728778919,18.9,24.71,1.88927706,0.82,0.72,0.82,0.73,0.79,0.86,0.83,0.83,0.81,0.76,0.81,0.75,0.79,0.84,0.82,0.82,0.8,0.78,0.75,0.71,0.74,0.79,0.75,0.7597,0.0,0.0,0.0,0.0
54,McDonough,17109,29682,95.61962541,3.207061975,27.71147272,16.06339279,3.806543863,17.2,26.76,1.610823014,18.79,27.26,1.347673369,18.04,26.32,1.196928843,17.49,26.97,1.582924597,17.92,27.0,1.397467497,17.79,27.66,1.541254157,18.1,26.85,1.727530539,17.94,24.25,1.732705003,0.83,0.76,0.81,0.76,0.82,0.83,0.82,0.83,0.81,0.8,0.8,0.79,0.82,0.81,0.81,0.82,0.74,0.72,0.74,0.71,0.75,0.76,0.77,0.7608,0.0,0.0,0.0,0.0
55,McHenry,17111,307774,94.43308875,3.306819071,27.19139107,14.5395272,4.124363106,16.58,26.34,1.151043171,18.3,27.33,1.32977429,17.56,26.06,1.139738487,17.56,27.54,1.244989758,18.02,28.66,1.074239659,17.55,26.88,1.402771181,17.81,26.98,1.383586774,17.79,24.45,1.345666521,0.79,0.73,0.79,0.73,0.78,0.81,0.8,0.8,0.78,0.75,0.78,0.74,0.78,0.8,0.78,0.78,0.74,0.72,0.77,0.71,0.76,0.76,0.74,0.7508,1.2994818316196417,0.6488219016321115,0.0,0.0
56,McLean,17113,171517,92.46040129,3.075367632,28.27546311,16.02714496,3.776563508,17.22,27.65,1.529230204,18.99,27.44,1.410552052,17.74,27.41,1.212791333,17.73,27.65,1.611132594,18.37,27.11,1.351722688,17.97,27.84,1.64352852,18.15,27.5,1.805902373,18.16,24.37,1.901706498,0.81,0.75,0.82,0.75,0.8,0.84,0.85,0.83,0.79,0.78,0.8,0.77,0.8,0.81,0.83,0.81,0.7,0.71,0.81,0.76,0.8,0.75,0.78,0.78,0.0,0.0,0.0,0.0
57,Macon,17115,104009,91.52863612,2.391586691,28.45873269,16.69655539,3.569843114,19.53,28.9,1.392971772,20.85,28.56,1.487452248,19.85,28.36,1.260966512,19.62,28.67,1.538592752,19.91,28.28,1.352900033,20.11,28.26,1.775814994,20.1,28.53,1.65087343,20.04,25.55,1.703863372,0.79,0.72,0.82,0.72,0.78,0.87,0.81,0.82,0.76,0.77,0.79,0.75,0.79,0.83,0.79,0.8,0.77,0.76,0.68,0.65,0.7,0.81,0.68,0.7333,0.0,0.0,0.0,0.0
58,Macoupin,17117,44926,94.87693647,3.095240439,28.77030039,16.88324362,3.518880126,18.49,27.64,1.546874968,20.02,27.19,1.492661354,19.16,26.81,1.417635561,18.9,27.49,1.570593336,19.2,27.24,1.283563994,19.78,27.41,1.777225578,19.36,27.16,1.5248889,19.45,24.67,1.40664445,0.8,0.74,0.84,0.73,0.81,0.85,0.79,0.82,0.8,0.8,0.83,0.77,0.83,0.84,0.82,0.83,0.68,0.68,0.78,0.74,0.79,0.68,0.78,0.7534,0.0,2.206628712652809,0.0,0.0
59,Madison,17119,262966,95.29321661,3.585589532,29.00664214,17.61945723,3.344825229,20.5,29.59,1.494163322,21.93,29.77,1.424295215,21.57,28.81,1.235577423,20.62,29.45,1.474131297,20.78,29.68,1.238365537,21.7,30.28,1.692098226,21.38,29.34,1.344187015,21.29,27.11,1.43727025,0.79,0.74,0.82,0.71,0.79,0.81,0.78,0.8,0.78,0.77,0.8,0.74,0.8,0.8,0.79,0.8,0.72,0.8,0.79,0.76,0.79,0.79,0.83,0.8032,0.7540028124304904,0.7575011551892616,0.0,0.0
60,Marion,17121,37205,94.54048171,3.304998481,29.13676193,17.31938877,3.333712396,19.46,28.9,1.486644533,20.67,28.47,1.733901929,20.13,27.98,1.227800926,19.33,27.95,1.56894407,19.86,28.36,1.555319793,20.0,28.53,1.831475338,20.04,28.14,1.746135738,19.97,25.64,1.675418461,0.75,0.79,0.76,0.73,0.79,0.81,0.81,0.81,0.78,0.83,0.8,0.78,0.82,0.82,0.83,0.82,0.81,0.76,0.74,0.73,0.78,0.8,0.78,0.7884,0.0,5.350311655653941,0.0,0.0
61,Marshall,17123,11438,91.25973094,3.429633545,27.98949708,15.93291707,3.637081277,18.56,26.05,1.637534043,20.26,26.37,1.486918429,19.52,25.69,1.238000556,19.37,26.39,1.716271246,19.74,26.61,1.538360366,19.21,26.56,1.836094596,19.72,26.15,1.982337191,19.56,24.3,1.841429622,0.84,0.73,0.83,0.75,0.8,0.83,0.85,0.83,0.81,0.79,0.8,0.78,0.8,0.82,0.82,0.82,0.79,0.72,0.78,0.78,0.77,0.8,0.82,0.7995,0.0,0.0,0.0,0.0
62,Mason,17125,13359,92.84006902,2.518575364,28.56601763,16.29983862,3.755408925,20.19,26.13,1.687139713,21.79,26.39,1.503607247,21.06,25.9,1.317073198,20.4,26.56,1.659122562,21.01,26.61,1.497412774,20.02,26.78,1.699273849,21.08,26.28,1.844869257,20.7,24.82,2.892374045,0.81,0.72,0.77,0.72,0.77,0.81,0.8,0.79,0.77,0.75,0.76,0.74,0.76,0.78,0.79,0.78,0.77,0.79,0.81,0.73,0.78,0.78,0.79,0.7824,0.0,0.0,0.0,0.0
63,Massac,17127,13772,96.54714902,4.050449,29.17571422,18.41862632,2.85942344,21.14,26.8,1.525340482,22.15,27.57,1.182090202,21.56,27.16,1.277865341,21.39,26.79,1.43043994,21.27,26.85,1.284907825,21.65,28.13,1.654134234,21.7,27.17,1.561960752,21.54,25.56,1.40328578,0.78,0.79,0.75,0.77,0.78,0.79,0.82,0.8,0.79,0.81,0.79,0.8,0.8,0.8,0.83,0.81,0.79,0.76,0.79,0.75,0.81,0.82,0.8,0.8102,6.997410957945561,0.0,7.261109497531223,0.0
64,Menard,17129,12196,92.34443651,2.281488467,28.70318005,16.57059415,3.733518419,17.61,28.55,1.656890258,19.12,27.99,1.726998189,17.94,28.65,1.505664842,17.44,28.89,1.812574374,18.05,28.03,1.523348861,17.92,28.75,1.987847372,18.17,28.51,1.82875378,18.05,24.98,2.058311022,0.82,0.74,0.82,0.73,0.8,0.85,0.82,0.82,0.81,0.8,0.81,0.76,0.82,0.83,0.82,0.82,0.82,0.77,0.78,0.75,0.8,0.82,0.79,0.8028,0.0,0.0,0.0,0.0
65,Mercer,17131,15437,92.44515569,3.558386905,27.83873545,15.94252035,3.767150399,18.96,25.54,1.594471707,20.35,25.68,1.362930962,19.89,25.42,1.23992182,19.67,25.79,1.690833409,19.59,26.6,1.493885989,19.58,25.94,1.832185951,19.97,25.63,1.816549211,19.71,24.17,1.828113764,0.84,0.76,0.8,0.76,0.82,0.85,0.83,0.84,0.82,0.77,0.79,0.77,0.82,0.85,0.82,0.83,0.76,0.8,0.77,0.63,0.82,0.79,0.72,0.7783,0.0,0.0,0.0,0.0
66,Monroe,17133,34637,94.44556504,3.207767308,29.5065119,18.10929253,3.016303309,20.34,27.65,1.489951891,21.37,27.38,1.523707993,21.3,27.11,1.414317999,20.38,26.95,1.514950799,20.23,27.37,1.847004899,20.78,27.92,1.772560949,21.02,27.15,1.399968737,20.67,25.44,1.497265145,0.75,0.78,0.75,0.71,0.78,0.79,0.76,0.78,0.79,0.82,0.8,0.77,0.81,0.82,0.79,0.81,0.79,0.73,0.76,0.72,0.74,0.68,0.77,0.7311,0.0,0.0,0.0,0.0
67,Montgomery,17135,28414,94.32283925,2.715564081,28.8911184,16.66078768,3.544614183,19.51,27.3,1.527063051,20.51,27.12,1.606291545,19.53,26.35,1.458316549,19.05,27.17,1.603818817,19.47,26.49,1.441119869,19.69,27.24,1.951139498,19.7,26.88,1.574422564,19.62,24.48,1.430013074,0.8,0.75,0.83,0.72,0.81,0.85,0.79,0.81,0.81,0.8,0.83,0.76,0.83,0.84,0.81,0.83,0.71,0.74,0.8,0.69,0.74,0.78,0.76,0.7616,0.0,0.0,0.0,0.0
68,Morgan,17137,33658,95.19990956,2.751605677,28.62696607,16.41568287,3.631034895,19.75,27.37,1.418694061,21.42,27.32,1.59844541,20.38,27.23,1.461168289,20.04,27.11,1.542168406,20.13,28.83,1.405770243,20.16,28.51,1.780534132,20.62,27.22,1.707830573,20.3,25.99,1.748607997,0.78,0.72,0.81,0.73,0.78,0.84,0.8,0.81,0.78,0.78,0.8,0.77,0.81,0.83,0.8,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
69,Moultrie,17139,14501,91.96626657,2.62715537,28.63434705,16.84699769,3.508988484,19.89,26.41,1.458348212,21.17,26.29,1.591596761,20.51,25.9,1.2845709,20.11,26.14,1.699622,20.56,25.6,1.523117327,20.75,26.02,1.697813459,20.6,26.11,1.653030822,20.64,24.07,1.752204206,0.78,0.75,0.82,0.74,0.81,0.86,0.8,0.82,0.75,0.77,0.77,0.72,0.79,0.81,0.77,0.79,0.76,0.78,0.78,0.72,0.78,0.84,0.73,0.7838,0.0,0.0,0.0,0.0
70,Ogle,17141,50643,92.26175799,3.380169626,27.31333294,14.94108414,4.062292541,16.19,25.99,1.333491748,17.4,25.87,1.426792657,16.92,26.03,1.327871705,16.9,26.56,1.484306113,17.49,28.04,1.236933827,16.66,25.59,1.62275035,17.07,26.16,1.459786157,17.07,23.56,1.583260344,0.84,0.72,0.83,0.74,0.77,0.85,0.82,0.81,0.82,0.78,0.82,0.76,0.77,0.83,0.8,0.8,0.8,0.75,0.74,0.73,0.74,0.81,0.76,0.7718,0.0,0.0,0.0,0.0
71,Peoria,17143,179179,91.53705416,2.940808962,27.91111797,15.89678879,3.781345028,18.88,27.59,1.48802104,20.93,27.82,1.276437825,19.97,27.28,1.119035681,19.8,28.03,1.434869991,20.12,27.88,5.406104718,20.18,27.91,1.574132388,20.23,27.71,1.712045024,20.18,25.34,1.817181761,0.83,0.74,0.8,0.75,0.81,0.82,0.82,0.82,0.8,0.79,0.79,0.78,0.81,0.82,0.81,0.81,0.75,0.74,0.7,0.71,0.79,0.76,0.83,0.7898,0.5478701547733187,0.5536485439043296,0.5581011167603347,0.0
72,Perry,17145,20916,95.10095982,2.969987775,29.22713263,17.8499987,2.830176078,18.75,29.54,1.459253667,20.11,29.49,1.342911946,18.94,29.77,1.212819723,18.87,29.42,1.463251571,18.54,30.06,1.256759177,19.17,30.51,1.561145561,19.31,29.56,1.447288794,19.01,26.63,1.471254264,0.73,0.79,0.74,0.72,0.78,0.77,0.78,0.78,0.76,0.8,0.77,0.75,0.79,0.78,0.78,0.78,0.71,0.75,0.79,0.75,0.8,0.71,0.79,0.7669,0.0,0.0,0.0,0.0
73,Piatt,17147,16344,92.04978252,2.489122841,28.29756096,16.40961122,3.478756105,0.0,0.0,1.561099534,0.0,0.0,1.740553545,0.0,0.0,1.452969941,0.0,0.0,1.874455542,0.0,0.0,1.557918422,0.0,0.0,1.889675265,0.0,0.0,1.863094612,0.0,0.0,1.946297853,0.79,0.76,0.84,0.73,0.8,0.87,0.83,0.83,0.78,0.79,0.82,0.77,0.81,0.83,0.83,0.82,0.76,0.76,0.81,0.81,0.79,0.79,0.82,0.8005,0.0,0.0,0.0,0.0
74,Pike,17149,15561,94.56881405,3.371729435,28.29931766,17.05742941,3.478225529,19.45,26.27,1.757314792,20.7,26.61,1.579307451,20.47,25.71,1.582925697,20.12,25.55,1.827218994,19.98,25.99,1.644515997,20.45,26.85,1.761958678,20.43,25.95,1.91571951,20.29,24.42,1.791334959,0.78,0.72,0.79,0.73,0.8,0.81,0.79,0.8,0.79,0.79,0.81,0.78,0.82,0.82,0.81,0.82,0.78,0.81,0.78,0.79,0.73,0.79,0.75,0.7576,0.0,0.0,0.0,0.0
75,Pope,17151,4177,96.52307604,4.126585432,28.83545214,18.01846493,2.881988687,19.3,26.92,2.100924047,20.49,27.63,1.643194412,19.83,27.28,1.792213887,19.62,26.47,1.997368888,19.88,26.18,1.895333001,19.93,27.81,2.4440928,19.98,27.12,1.992274504,19.93,24.66,1.906009316,0.79,0.8,0.79,0.78,0.78,0.8,0.82,0.8,0.84,0.85,0.85,0.84,0.84,0.84,0.86,0.85,0.76,0.79,0.8,0.72,0.74,0.79,0.78,0.7721,0.0,0.0,0.0,0.0
76,Pulaski,17153,5335,95.84563972,3.849074235,29.43703752,18.74350373,2.90798698,20.09,27.53,1.52420263,21.06,28.29,1.236520259,20.52,27.24,1.288871673,20.38,27.14,1.497675626,20.7,26.94,1.307556784,20.6,28.06,1.812716239,20.66,27.56,1.629204433,20.65,25.22,1.527164549,0.79,0.78,0.73,0.75,0.78,0.79,0.8,0.79,0.8,0.81,0.79,0.8,0.81,0.81,0.83,0.82,0.82,0.77,0.74,0.73,0.77,0.84,0.73,0.7796,0.0,0.0,0.0,0.0
77,Putnam,17155,5739,90.0900302,3.284752777,27.93997995,15.8798544,3.567213564,18.82,25.67,1.498178626,20.52,26.14,1.441697274,19.82,25.48,1.270823295,19.62,26.28,1.549504472,20.11,26.7,1.329964235,19.45,26.38,1.733474029,19.99,25.97,1.649223008,19.85,24.36,1.716197909,0.84,0.73,0.81,0.75,0.77,0.82,0.82,0.8,0.8,0.78,0.79,0.77,0.78,0.81,0.8,0.8,0.68,0.77,0.75,0.74,0.72,0.76,0.69,0.7218,0.0,0.0,0.0,0.0
78,Randolph,17157,31782,94.53541021,3.017227919,29.14866083,17.81024301,2.890891274,20.96,28.76,1.375789721,22.33,27.98,1.499251904,21.98,27.87,1.358506064,20.84,27.51,1.563165764,20.97,27.98,1.469350266,21.5,28.81,1.853390149,21.72,27.78,1.541771662,21.4,26.17,1.498958407,0.73,0.79,0.74,0.73,0.79,0.8,0.79,0.79,0.77,0.81,0.78,0.76,0.8,0.8,0.8,0.8,0.74,0.77,0.73,0.7,0.72,0.8,0.79,0.7699,0.0,0.0,0.0,0.0
79,Richland,17159,15513,95.61577125,3.391093582,29.08324926,17.04892701,3.249845944,19.79,28.47,1.296858704,20.92,28.02,1.36514918,20.32,27.59,1.211682104,19.31,28.35,1.491453055,20.38,27.45,1.392875531,20.28,27.98,1.417252667,20.18,27.99,1.59806366,20.28,25.2,1.560254183,0.75,0.75,0.77,0.73,0.77,0.83,0.81,0.8,0.77,0.79,0.79,0.76,0.8,0.82,0.82,0.81,0.74,0.72,0.7,0.68,0.77,0.78,0.77,0.7697,0.0,0.0,0.0,0.0
80,Rock Island,17161,141879,90.73943328,3.696572718,27.80324311,16.00890589,3.666956337,18.9,26.43,1.265823904,20.38,26.53,1.079138874,19.62,25.93,1.02076481,19.68,26.7,1.387077017,19.78,27.3,1.197275237,19.72,26.72,1.351370226,19.89,26.39,1.363147744,19.8,24.64,1.333631417,0.82,0.75,0.79,0.75,0.8,0.83,0.81,0.81,0.79,0.76,0.77,0.76,0.79,0.81,0.79,0.79,0.65,0.71,0.75,0.74,0.78,0.68,0.79,0.7507,0.0,1.4023180317064108,0.0,0.0
81,St. Clair,17163,259686,94.89142726,3.960072554,29.49184197,17.95105561,2.931508975,21.3,30.57,1.336084553,22.43,30.12,1.328784053,21.79,29.89,1.236997385,21.01,29.7,1.361151293,21.23,29.48,1.228286667,21.85,30.28,1.542828458,21.74,29.9,1.292372215,21.61,27.17,1.374590055,0.75,0.77,0.81,0.72,0.8,0.81,0.79,0.8,0.76,0.79,0.8,0.75,0.8,0.79,0.79,0.79,0.74,0.75,0.78,0.72,0.79,0.77,0.73,0.7641,0.3808073115003808,0.7652280379553107,0.7701608866092127,0.0
82,Saline,17165,23491,95.87690804,3.856320288,29.23936738,17.93390956,2.833901385,18.63,29.43,1.542844332,20.23,29.53,1.287807327,19.13,29.18,1.418324356,18.85,28.26,1.459087339,19.56,28.83,1.40867334,19.12,29.62,1.835987026,19.4,28.99,1.521806011,19.36,25.95,1.482560566,0.75,0.75,0.75,0.72,0.75,0.79,0.8,0.78,0.79,0.81,0.8,0.8,0.81,0.82,0.83,0.82,0.78,0.75,0.79,0.77,0.76,0.79,0.77,0.7727,0.0,0.0,0.0,0.0
83,Sangamon,17167,194672,92.79330508,2.402726779,28.78696915,16.67526848,3.646269527,19.75,28.13,1.43896147,21.65,27.74,1.432796502,20.26,27.8,1.390524013,19.97,28.08,1.526050889,20.38,27.56,1.260914335,20.46,27.55,1.754438153,20.63,27.88,1.585032491,20.49,25.25,1.637843882,0.81,0.72,0.82,0.72,0.77,0.84,0.8,0.81,0.8,0.78,0.79,0.76,0.8,0.82,0.81,0.81,0.79,0.78,0.76,0.74,0.8,0.8,0.75,0.784,0.0,0.5111455282433461,0.5136845565874908,0.0
84,Schuyler,17169,6768,94.30976708,2.796153082,28.10136644,16.52008308,3.750847766,18.93,27.36,1.720806137,20.51,26.83,1.72195368,19.93,27.13,1.405637415,19.21,27.17,1.851242828,19.57,27.39,1.719427611,19.27,27.33,1.851334223,19.88,27.04,1.958634983,19.57,24.87,1.910578175,0.81,0.77,0.79,0.76,0.81,0.82,0.81,0.81,0.81,0.82,0.82,0.8,0.83,0.83,0.83,0.83,0.76,0.76,0.78,0.74,0.78,0.79,0.76,0.777,0.0,0.0,0.0,0.0
85,Scott,17171,4951,94.90702733,3.223222929,28.56763413,16.73437842,3.594073422,18.88,27.14,1.518550343,19.94,27.17,1.588709718,19.61,26.65,1.345175674,19.1,26.62,1.526018456,19.3,27.0,1.456582272,19.43,27.25,1.614213163,19.55,26.81,1.689197221,19.43,24.6,1.671077518,0.78,0.72,0.79,0.73,0.79,0.81,0.79,0.8,0.78,0.77,0.8,0.76,0.81,0.82,0.8,0.81,0.74,0.78,0.76,0.74,0.76,0.83,0.77,0.7848,0.0,0.0,20.197939810139363,0.0
86,Shelby,17173,21634,94.22440231,3.301512874,28.56414033,16.64444337,3.532146127,19.79,26.52,1.317698618,21.23,26.32,1.589127445,20.35,25.76,1.400152238,20.02,25.78,1.682299208,20.55,25.58,1.504603886,20.59,25.9,1.731512222,20.53,25.95,1.582577476,20.56,24.0,1.564202203,0.77,0.76,0.8,0.73,0.81,0.86,0.8,0.82,0.78,0.81,0.81,0.77,0.82,0.85,0.81,0.83,0.78,0.73,0.78,0.76,0.77,0.79,0.79,0.783,0.0,0.0,0.0,0.0
87,Stark,17175,5342,92.24083913,3.179946636,27.71132742,15.49845177,3.74930369,0.0,0.0,1.651665664,0.0,0.0,1.402462389,0.0,0.0,1.219910678,0.0,0.0,1.777213696,0.0,0.0,1.593877164,0.0,0.0,1.728147918,0.0,0.0,1.859397799,0.0,0.0,2.032760586,0.85,0.74,0.82,0.75,0.81,0.83,0.84,0.83,0.83,0.77,0.81,0.76,0.81,0.83,0.83,0.82,0.79,0.75,0.75,0.73,0.76,0.81,0.76,0.7793,0.0,0.0,0.0,0.0
88,Stephenson,17177,44498,93.87616136,3.917832267,26.58092829,14.60976806,4.034976968,14.73,26.78,1.360908378,16.15,25.93,1.370010411,15.66,25.36,1.369961776,15.59,26.91,1.715422732,15.79,28.45,1.385446063,0.0,0.0,1.618262789,15.8,26.06,1.407779235,10.53,14.75,1.649848277,0.82,0.74,0.82,0.77,0.78,0.84,0.81,0.81,0.8,0.76,0.79,0.77,0.78,0.82,0.78,0.79,0.77,0.74,0.77,0.78,0.8,0.79,0.82,0.8051,0.0,4.464584682009956,0.0,0.0
89,Tazewell,17179,131803,91.54527744,3.027634307,28.42608211,16.19823734,3.749444996,20.38,28.19,1.532691939,22.34,28.38,1.452977177,21.03,27.73,1.123981702,20.78,28.33,1.487371104,21.29,28.54,1.396258812,21.14,28.63,1.530069622,21.38,28.15,1.701996519,21.27,26.18,1.801836377,0.83,0.73,0.8,0.74,0.8,0.83,0.83,0.82,0.79,0.77,0.78,0.76,0.79,0.8,0.79,0.79,0.77,0.79,0.76,0.74,0.73,0.77,0.72,0.7407,0.0,1.5100037750094375,0.0,0.7616378259809895
90,Union,17181,16653,95.72713011,4.451538058,29.44301256,18.273926,2.815581541,20.43,27.75,1.828382073,21.18,27.74,1.607642654,21.46,27.75,1.583639834,20.53,26.61,1.774585952,20.31,27.78,1.554129255,20.4,27.88,2.212725247,21.06,27.37,1.938909263,20.59,25.58,1.781086131,0.79,0.8,0.69,0.74,0.76,0.8,0.79,0.78,0.82,0.84,0.82,0.82,0.82,0.83,0.84,0.83,0.71,0.74,0.8,0.74,0.82,0.8,0.78,0.8005,0.0,0.0,0.0,0.0
91,Vermilion,17183,75758,93.35085658,3.013580613,28.23176245,15.70410802,3.468129268,18.64,27.57,1.400512627,20.0,27.39,1.370280817,19.22,26.94,1.21576434,18.55,27.18,1.582231885,19.22,27.01,1.281975071,19.31,27.44,1.473901946,19.26,27.17,1.472458061,19.26,24.57,1.61124192,0.81,0.75,0.78,0.74,0.81,0.84,0.84,0.83,0.8,0.81,0.8,0.78,0.82,0.82,0.83,0.82,0.82,0.72,0.67,0.77,0.69,0.82,0.75,0.7527,0.0,0.0,0.0,0.0
92,Wabash,17185,11520,96.32018307,2.89837853,29.26967899,17.36412027,2.951087612,18.77,28.64,1.338341105,19.75,27.98,1.185035039,19.16,27.65,1.260069945,18.36,27.94,1.510590181,19.02,27.14,1.32755427,18.64,27.53,1.387206959,19.09,27.85,1.570875067,18.92,24.59,1.375636985,0.75,0.73,0.75,0.73,0.75,0.82,0.78,0.78,0.78,0.77,0.75,0.75,0.78,0.82,0.8,0.8,0.69,0.77,0.75,0.73,0.78,0.77,0.77,0.7736,0.0,0.0,0.0,0.0
93,Warren,17187,16844,93.99016547,3.185704491,27.66191474,15.75683583,3.852792541,0.0,0.0,1.679182825,0.0,0.0,1.306482734,0.0,0.0,1.221640324,0.0,0.0,1.556376298,0.0,0.0,1.452663824,0.0,0.0,1.666621289,0.0,0.0,1.883948139,0.0,0.0,1.953576275,0.85,0.77,0.83,0.77,0.83,0.85,0.84,0.84,0.83,0.79,0.81,0.78,0.83,0.84,0.83,0.83,0.72,0.76,0.76,0.74,0.77,0.8,0.71,0.7619,0.0,0.0,0.0,0.0
94,Washington,17189,13887,94.76681553,3.066974711,29.14503404,17.85129826,3.167133497,0.0,0.0,1.394413977,0.0,0.0,1.453867647,0.0,0.0,1.295067143,0.0,0.0,1.586055585,0.0,0.0,1.433098601,0.0,0.0,1.747884441,0.0,0.0,1.502669248,0.0,0.0,1.673771951,0.74,0.78,0.76,0.73,0.79,0.79,0.8,0.79,0.78,0.82,0.8,0.78,0.82,0.81,0.82,0.82,0.77,0.79,0.76,0.76,0.76,0.82,0.77,0.7836,0.0,0.0,0.0,0.0
95,Wayne,17191,16215,95.37236896,3.336916195,29.26049527,17.54241998,3.308065732,0.0,0.0,1.554837007,0.0,0.0,1.597577214,0.0,0.0,1.174085165,0.0,0.0,1.646523881,0.0,0.0,1.692080326,0.0,0.0,1.67525464,0.0,0.0,1.605560771,0.0,0.0,1.554992345,0.76,0.77,0.73,0.73,0.78,0.82,0.81,0.8,0.78,0.81,0.77,0.76,0.8,0.82,0.81,0.81,0.79,0.75,0.71,0.72,0.69,0.8,0.74,0.7412,0.0,0.0,0.0,0.0
